msa,wage_differential,housecost_differential
652,0.09594471385623458,0.08046413091570061
656,-0.001730647278901887,-0.06351216419471145
658,-0.02872317618543971,0.299655112297429
660,0.19295763025567123,0.07123774198045818
664,0.16926991637148467,0.23496919826775722
668,0.1431783563512133,0.052066475673051046
669,0.023636328978282037,0.07926632920468064
672,0.16395117810494061,0.22588260338077298
674,0.17153336948991565,0.241198971239474
676,0.16760804475350463,0.14160623720238022
678,0.23935342215224095,0.1252790754335076
680,0.022517484216138823,0.010915476488357457
682,0.14256621823250318,0.054369480191940565
684,0.14296400085482314,0.0609905164429074
688,0.18017341778862386,0.019899043177030735
689,0.05209309843077102,0.06548366588404718
692,0.23314646369722128,0.21411047929571206
696,0.1334657755564516,-0.002891199082232356
698,0.06005083259699137,0.009518251760007064
700,-0.036161706913601176,-0.09652183956662444
704,0.1577268267941599,0.05612488342104211
708,0.08214218959130853,0.19294330660648448
712,0.2287241835288601,0.5352260125204489
716,0.13595492024897324,0.11983557616912628
724,0.07098868125713641,0.04215715577289904
732,0.21265672117792156,0.4312924627057095
736,0.40381572708901803,0.6485250279020287
740,0.5005669083414829,0.8268116735242552
746,0.1835464306719832,0.36769011370984617
747,0.2294795190682173,0.5505192478612285
748,0.3188743775219503,0.6442405453764529
749,0.11455036232109722,0.22259937010635744
750,0.2771115686152258,0.4941063021502067
751,0.06725024022044902,0.38148556852153803
752,0.0902357043001991,0.10555294487945807
756,0.02458047485652035,-0.05620457735786097
760,0.2756123632830067,0.42408248152498507
761,-6.447359131817056e-4,0.016147945695000113
762,0.11511272242596382,0.031275403725212106
768,0.009497641722595956,-0.06963804144216915
772,0.03160839660700841,-0.04341148260271713
776,0.01297065179532032,-0.009217946525156078
780,0.10622369239020461,0.0696711736691645
784,0.03559543783365069,0.06908897508948225
788,0.07352833775536406,0.003661904537655224
792,-0.04641353920050007,-0.04688156129265726
800,0.14007572449009126,0.06478804504451642
804,0.565569520593361,0.7710336649458349
805,-0.03038933397900837,0.09382582554025029
812,0.23547033815386345,0.16707455252940728
814,-0.00479436502616138,0.05254856202800145
816,0.10796241218719253,-0.005833060896859929
820,0.17508921227224017,0.25570213328953684
824,0.06231720176800234,0.18820386419329094
828,0.09011909231415724,0.2920409124195344
832,0.007610215233802747,-0.02329576790413622
840,0.12378609686630782,0.006685436432054015
844,0.02204126228516273,-0.05951642254306432
848,0.3421516276500915,0.22278623872956005
852,0.04142222351192159,0.09552649522276697
856,0.0692293812477249,-0.045939826773775186
860,0.03552674117164084,-0.015578611744872326
864,0.03092685661913123,0.010509540585697233
868,0.02446893821433241,-0.08268687500110987
873,0.3306298203266738,0.45740907256795627
876,0.17324852564297724,0.049857572499294116
878,0.1273865141332413,-0.001440306907660075
880,0.03264804522338705,-0.023981432153073957
884,0.3340858848015598,0.37562806239487345
888,0.1999727116465166,0.04017274271916024
892,0.03649576611290957,-0.027577384260308955
894,0.07020876966329861,-0.015467813390333719
896,0.19215604720642784,0.3803994764525017
904,0.09591219730666,-0.039050215877727466
908,-0.07930198630960371,-0.04534447061803236
914,-0.02629065035883132,-0.034087536306538234
916,0.2880770949728361,0.144866335059246
920,0.015203779981631216,0.25473446547907413
924,0.20974311939764925,0.15556869471482337
926,0.12433628415178648,0.1954535497981565
927,0.16365290855598474,0.27763843737931565
928,0.12334199439488015,0.07711265916599133
932,0.07002881283352098,-0.005819372500065479
934,0.07215645986141209,0.030727237038372296
936,0.08380171771668089,0.09806318220442563
