Year,Pop E&W,Pop England,Share Males farm sector,Male Farm Wage,Male Non-Farm Wage,Male average Wage,Work Days per Year,Total Wage Income,Land rents,Net House rents,Other Capital Income,All Capital Income,Indirect Taxes,Net National Income,Price Index - Domestic Expenditure,Price Index - GDP,Price Index - Cost of Living,Real Net National Income (DE),Real NNI/N
1352,,3.544732635,0.692765609,2.882427459,3.045477938,3.486707308,300,5.763035794,1.547714334,0.086013235,2.050582736,2.136595972,0,9.4473461,15.10023963,16.33845928,15.83431132,9.553246768,53.21671808
1353,,3.544732635,0.656945841,2.657600391,3.047498942,3.310120127,300,5.471162071,1.547714334,0.086013235,1.959061686,2.045074922,0,9.063951327,12.45285853,13.47399293,12.50477004,11.11408003,61.91139811
1354,,3.544732635,0.64118479,2.778824251,3.105350744,3.432523541,300,5.673477663,1.547714334,0.086013235,2.011920148,2.097933383,0,9.319125381,12.05827281,13.04705118,11.84693471,11.80089807,65.73734363
1355,,3.544732635,0.653324082,2.689319552,3.092950768,3.354342503,300,5.544255426,1.547714334,0.086013235,1.978016802,2.064030037,0,9.155999797,12.40320323,13.42026589,12.35728924,11.27189473,62.79051078
1356,,3.544732635,0.655413809,2.820587811,3.292081929,3.536479966,300,5.845302983,1.547714334,0.086013235,2.059606739,2.145619974,0,9.538637291,13.02680845,14.09500674,12.97329912,11.18081129,62.28312705
1357,,3.544732635,0.664935268,2.756913914,3.303176691,3.486005574,300,5.761875927,1.547714334,0.086013235,2.037756057,2.123769292,0,9.433359553,13.37957427,14.47669936,13.41487703,10.7658693,59.97167719
1358,,3.544732635,0.680761515,2.481155569,3.184489281,3.208345697,300,5.302943281,1.547714334,0.086013235,1.913041268,1.999054503,0,8.849712118,13.41100788,14.51071053,13.55851365,10.07610617,56.12932594
1359,,3.544732635,0.662381706,2.650780452,3.162738371,3.347808312,300,5.533455328,1.547714334,0.086013235,1.975252125,2.06126536,0,9.142435023,12.83428738,13.88669895,12.81926308,10.87715037,60.59157255
1360,,3.169228999,0.640504663,2.585620213,3.430931207,3.417970583,300,5.050964115,1.795206127,0.083412968,2.021856628,2.105269596,0,8.951439838,12.92282045,13.98249172,12.92783613,10.57695354,65.90032414
1361,,3.169228999,0.63669791,2.749657083,3.140532804,3.425795759,300,5.062527903,1.795206127,0.083412968,2.032237448,2.115650416,0,8.973384446,12.7749772,13.82252533,12.84844989,10.72558899,66.82640597
1362,,3.169228999,0.619126804,2.760794241,3.564062505,3.624883165,300,5.3567327,1.795206127,0.083412968,2.105713583,2.189126551,0,9.341065378,12.50090804,13.5259825,12.28864888,11.40984806,71.08972189
1363,,3.169228999,0.650218231,2.813937384,3.589948403,3.653122021,300,5.398463149,1.795206127,0.083412968,2.125967431,2.209380398,0,9.403049674,14.07833183,15.23275504,14.22368327,10.19864659,63.54326071
1364,,3.169228999,0.655508706,3.022661114,3.546339176,3.797097168,300,5.611224869,1.795206127,0.083412968,2.19324877,2.276661738,0,9.683092733,14.79640086,16.00970573,15.20123102,9.992703747,62.26012185
1365,,3.169228999,0.628119013,3.041861023,3.784952202,3.925571899,300,5.801080587,1.795206127,0.083412968,2.237238047,2.320651015,0,9.916937729,13.69183386,14.81456424,13.83999354,11.0596396,68.90772775
1366,,3.169228999,0.609643519,3.087898328,3.628037617,3.901596899,300,5.765651123,1.795206127,0.083412968,2.225810687,2.309223655,0,9.870080905,12.79430649,13.84343963,12.67823594,11.77955738,73.39321731
1367,,3.169228999,0.620137671,2.877754225,3.83943508,3.832000451,300,5.662803789,1.795206127,0.083412968,2.191373527,2.274786495,0,9.732796411,13.0704312,14.14220656,12.93963325,11.3703212,70.84344748
1368,,3.169228999,0.637273351,3.052074755,3.590086105,3.845852171,300,5.683273404,1.795206127,0.083412968,2.209199977,2.292612945,0,9.771092475,13.93982651,15.08289228,14.15247134,10.70312911,66.68646841
1369,,3.169228999,0.641334552,2.857291954,3.900308833,3.821272774,300,5.646950782,1.795206127,0.083412968,2.190968469,2.274381437,0,9.716538346,14.0705546,15.22434008,14.13314777,10.54448474,65.69802542
1370,,3.162291556,0.725883023,2.932085096,3.993192013,3.828280582,300,5.644922842,1.626999379,0.066009106,1.460027751,1.526036857,0,8.797959078,18.56844907,20.09106189,19.71742172,7.234879738,45.17622976
1371,,3.162291556,0.670272167,3.036007127,3.794624593,3.895708915,300,5.744348088,1.626999379,0.066009106,1.476011458,1.542020565,0,8.913368032,14.48402156,15.67171133,14.58110986,9.396750283,58.67543969
1372,,3.162291556,0.641313083,3.149181277,4.002652478,4.089471164,300,6.030056757,1.626999379,0.066009106,1.529017185,1.595026291,0,9.252082427,13.42612367,14.52706581,13.27566822,10.52237705,65.70410846
1373,,3.162291556,0.660043975,3.223545391,3.781582173,4.047187716,300,5.967708452,1.626999379,0.066009106,1.520377952,1.586387059,0,9.181094889,14.31323645,15.48692184,14.561774,9.794485772,61.15899028
1374,,3.162291556,0.630088011,3.213836539,3.799788955,4.061331365,300,5.988563718,1.626999379,0.066009106,1.521407617,1.587416723,0,9.20297982,12.82284701,13.87432046,12.76316885,10.95895185,68.43018052
1375,,3.162291556,0.663819864,3.331065447,3.840700962,4.154465371,300,6.125892804,1.626999379,0.066009106,1.552298124,1.61830723,0,9.371199414,14.83183847,16.04804923,15.09320777,9.647731359,60.24262245
1376,,3.162291556,0.661707318,3.298645425,3.79888225,4.11313699,300,6.064952777,1.626999379,0.066009106,1.540104314,1.606113421,0,9.298065577,14.59187887,15.78841294,14.85651987,9.729855677,60.75542531
1377,,3.162291556,0.61095122,3.217166834,3.590990048,3.979754444,300,5.868275925,1.626999379,0.066009106,1.497248211,1.563257317,0,9.058532621,11.81915224,12.78832273,11.61552864,11.70298195,73.07607323
1378,,3.162291556,0.590124215,3.143044471,3.816791305,4.038612863,300,5.955064556,1.626999379,0.066009106,1.510383608,1.576392714,0,9.158456649,11.17655304,12.09303039,10.90164869,12.51236544,78.13004729
1379,,3.162291556,0.62,3.100645783,3.850691167,4.003850202,300,5.903805894,1.626999379,0.066009106,1.502687318,1.568696424,0,9.099501697,10.7223652,11.60159914,10.40963372,12.9584192,80.91530809
1380,,2.81116642,0.62,3.241061524,3.480153961,3.94693094,300,5.17366644,1.717839042,0.061793849,1.380101596,1.441895444,0,8.333400927,12.46617359,13.48839982,12.50326227,10.20737608,71.69818059
1381,,2.81116642,0.62,3.226163005,4.044194984,4.182379164,300,5.482293724,1.717839042,0.061793849,1.43759297,1.499386818,0,8.699519584,12.73419542,13.77839945,12.68058277,10.4315482,73.2728001
1382,,2.81116642,0.59679517,3.110859041,3.825030225,4.015263841,300,5.263237715,1.717839042,0.061793849,1.393053194,1.454847043,0,8.4359238,11.82576864,12.79548167,11.67836704,10.89251783,76.5107217
1383,,2.81116642,0.591908718,3.181420855,3.736706122,4.027362391,300,5.279096584,1.717839042,0.061793849,1.396679438,1.458473286,0,8.455408913,11.67199733,12.62910111,11.55389625,11.06151074,77.69775393
1384,,2.81116642,0.597192365,3.123388615,3.811602789,4.017815936,300,5.266583021,1.717839042,0.061793849,1.393895528,1.455689377,0,8.44011144,11.84653981,12.81795607,11.64712719,10.87881703,76.41448516
1385,,2.81116642,0.581826857,3.145092832,3.916975554,4.09321049,300,5.365410763,1.717839042,0.061793849,1.411499828,1.473293677,0,8.556543482,11.45114076,12.3901343,11.18742405,11.40971032,80.14356134
1386,,2.81116642,0.595859499,3.269351041,3.709277417,4.0760343,300,5.342896085,1.717839042,0.061793849,1.410226103,1.472019952,0,8.532755079,11.92588793,12.90381074,11.85186572,10.92505333,76.73925607
1387,,2.81116642,0.580001462,3.135941058,3.80634726,4.034643061,300,5.288640141,1.717839042,0.061793849,1.396867208,1.458661057,0,8.46514024,11.26643242,12.19027988,11.05047971,11.47288792,80.58733052
1388,,2.81116642,0.556549698,3.228575463,3.74765149,4.080859227,300,5.349220635,1.717839042,0.061793849,1.407650785,1.469444634,0,8.536504311,10.61170068,11.48186014,10.25435615,12.28344207,86.28078763
1389,,2.81116642,0.540072902,3.016678546,3.769346447,3.961045932,300,5.192168477,1.717839042,0.061793849,1.374111746,1.435905595,0,8.345913113,9.915389534,10.72845148,9.566465772,12.85254367,90.27824487
1390,,2.818582914,0.62708573,2.957058153,3.710448553,3.830125676,300,5.033802599,1.526467374,0.063396906,1.31140735,1.374804257,0,7.93507423,12.27394556,13.2804091,12.20522344,9.871696859,69.15786396
1391,,2.818582914,0.654495921,3.173113577,3.758498379,4.00072366,300,5.25801367,1.526467374,0.063396906,1.358883953,1.422280859,0,8.206761903,14.04519246,15.19689825,14.30965833,8.92214236,62.5055972
1392,,2.818582914,0.634262322,2.620598972,3.532435367,3.492619883,300,4.590230331,1.526467374,0.063396906,1.223659303,1.287056209,0,7.403753915,11.74828621,12.71164568,11.60590602,9.622822317,67.41433071
1393,,2.818582914,0.573021148,2.965304445,3.751806503,3.893979212,300,5.117723109,1.526467374,0.063396906,1.323236411,1.386633317,0,8.030823801,10.44092517,11.29708103,10.0500979,11.74481347,82.28030338
1394,,2.818582914,0.588420008,2.833124332,3.701848865,3.76509016,300,4.948328656,1.526467374,0.063396906,1.290755164,1.35415207,0,7.8289481,10.66296459,11.53732769,10.36373565,11.21115757,78.54168549
1395,,2.818582914,0.584392138,3.059989874,3.806188342,3.978385116,300,5.228654888,1.526467374,0.063396906,1.346202515,1.409599422,0,8.164721684,10.98336484,11.88400076,10.68368689,11.35091796,79.52080083
1396,,2.818582914,0.58354149,3.13369026,3.752661201,4.005230924,300,5.263937412,1.526467374,0.063396906,1.353808069,1.417204975,0,8.207609762,11.01232805,11.91533895,10.76039044,11.38053212,79.7282679
1397,,2.818582914,0.624122963,3.261076993,3.610737,4.018100668,300,5.280851674,1.526467374,0.063396906,1.362121651,1.425518557,0,8.232837605,12.6031329,13.63658979,12.6403463,9.974612725,69.87885869
1398,,2.818582914,0.627890904,3.005713889,3.743097262,3.880414213,300,5.099895096,1.526467374,0.063396906,1.324588914,1.38798582,0,8.014348291,12.43167013,13.45106708,12.36630587,9.843821823,68.96258062
1399,,2.818582914,0.59233274,3.481497464,3.793754134,4.268463335,300,5.609894727,1.526467374,0.063396906,1.424330983,1.487727889,0,8.624089991,11.88914605,12.86405603,11.78756079,11.07611936,77.59565217
1400,,2.640139428,0.590904515,3.369409165,3.808231897,4.19556607,300,5.164993373,1.70600167,0.079930849,1.375983615,1.455914464,0,8.326909507,12.20086621,13.20133724,12.10607415,10.42121101,77.94206397
1401,,2.640139428,0.603244595,3.433690763,3.89226134,4.276846067,300,5.265053923,1.70600167,0.079930849,1.396573069,1.476503918,0,8.447559511,12.87234957,13.92788224,12.94743443,10.02070886,74.94663816
1402,,2.640139428,0.629555958,3.469393542,4.025398645,4.351940194,300,5.357499296,1.70600167,0.079930849,1.416496101,1.49642695,0,8.559927916,14.25870746,15.42792147,14.56455618,9.166740945,68.55966246
1403,,2.640139428,0.600148684,3.472231625,3.966051668,4.339743533,300,5.342484475,1.70600167,0.079930849,1.411346269,1.491277118,0,8.539763263,12.88368014,13.94014191,12.85474766,10.12117436,75.69803731
1404,,2.640139428,0.561277052,3.503554088,4.105365735,4.445745126,300,5.472978792,1.70600167,0.079930849,1.433011842,1.512942691,0,8.691923152,11.65993593,12.61605067,11.37745904,11.38268516,85.1330977
1405,,2.640139428,0.56618394,3.380981686,3.933635102,4.273841401,300,5.261355,1.70600167,0.079930849,1.392214349,1.472145198,0,8.439501868,11.48193821,12.42345715,11.1792602,11.22345624,83.94219672
1406,,2.640139428,0.541651489,3.443643634,3.883836118,4.299461181,300,5.292894484,1.70600167,0.079930849,1.396969205,1.476900054,0,8.475796208,10.76740656,11.6503339,10.43612605,12.01972147,89.89760393
1407,,2.640139428,0.562162647,3.47790502,3.968616382,4.359017311,300,5.366211651,1.70600167,0.079930849,1.412779601,1.49271045,0,8.564923771,11.51858898,12.46311328,11.20589278,11.35400889,84.91862288
1408,,2.640139428,0.590602151,3.543847165,3.732511828,4.2843448,300,5.274285313,1.70600167,0.079930849,1.398804878,1.478735727,0,8.45902271,12.38273007,13.39811393,12.26796299,10.43106843,78.01578939
1409,,2.640139428,0.609149073,3.41639126,4.034604179,4.326165628,300,5.325769259,1.70600167,0.079930849,1.408155601,1.48808645,0,8.519857379,13.23572534,14.32105482,13.27532516,9.829005726,73.51285685
1410,,2.537980261,0.630445502,3.52330337,3.966842169,4.367670992,300,5.16880916,1.590858746,0.082128863,1.356949953,1.439078816,0,8.198746722,14.25161999,15.42025283,14.42675729,8.784321984,68.34402962
1411,,2.537980261,0.59205604,3.468151028,4.025354458,4.36767189,300,5.168810223,1.590858746,0.082128863,1.353182481,1.435311345,0,8.194980313,12.53590648,13.56385081,12.43196852,9.981991153,77.66216907
1412,,2.537980261,0.570756441,3.464514152,4.028190131,4.376049264,300,5.178724213,1.590858746,0.082128863,1.353332529,1.435461393,0,8.205044351,11.76789203,12.73285918,11.50194722,10.64651003,82.83227754
1413,,2.537980261,0.577580993,3.466264867,3.873980563,4.299233212,300,5.087818209,1.590858746,0.082128863,1.336884073,1.419012937,0,8.097689892,11.850845,12.82261429,11.56414638,10.43366366,81.17628427
1414,,2.537980261,0.558471248,3.558926331,4.045029953,4.453807841,300,5.270745623,1.590858746,0.082128863,1.370770884,1.452899747,0,8.314504116,11.51044209,12.45429834,11.22307887,11.02984369,85.81470095
1415,,2.537980261,0.56229283,3.580983584,4.045298203,4.467543776,300,5.287001066,1.590858746,0.082128863,1.374394531,1.456523394,0,8.334383206,11.66403596,12.62048691,11.35821474,10.91062488,84.88715139
1416,,2.537980261,0.601977424,3.376311721,4.064626978,4.314509921,300,5.105897042,1.590858746,0.082128863,1.340947724,1.423076587,0,8.119832375,12.81855361,13.86967501,12.76692939,9.672373295,75.25327147
1417,,2.537980261,0.62334949,3.430196701,4.021850675,4.323665754,300,5.11673228,1.590858746,0.082128863,1.345347006,1.42747587,0,8.135066895,13.79338625,14.92444392,13.90849896,9.005653653,70.06604052
1418,,2.537980261,0.588436436,3.30336421,4.099426414,4.287318632,300,5.073718203,1.590858746,0.082128863,1.332940455,1.415069319,0,8.079646268,12.22144204,13.22360029,12.09105366,10.09473458,78.53933863
1419,,2.537980261,0.592591399,3.576307727,4.098328171,4.478998572,300,5.300556954,1.590858746,0.082128863,1.379302191,1.461431054,0,8.352846754,12.79878204,13.84828217,12.73854204,9.965311533,77.53239782
1420,,2.46949931,0.58515924,3.101576116,4.004515707,4.101889152,300,4.723296082,1.4718547,0.076864782,1.238111525,1.314976307,0,7.51012709,11.55811142,12.50587656,11.28022757,9.921684648,79.333586
1421,,2.46949931,0.585520021,3.513977922,4.004789163,4.393161661,300,5.058694298,1.4718547,0.076864782,1.30613575,1.383000532,0,7.91354953,12.19198842,13.19173147,12.18089008,9.911098517,79.24893951
1422,,2.46949931,0.573984175,3.411546839,4.193380553,4.418858294,300,5.088283787,1.4718547,0.076864782,1.309501029,1.386365811,0,7.946504299,11.8251822,12.79484714,11.58731304,10.26108515,82.04742537
1423,,2.46949931,0.559353904,3.322617935,4.03137139,4.287025818,300,4.936479631,1.4718547,0.076864782,1.278934127,1.355798909,0,7.764133241,11.07441833,11.98252064,10.72904944,10.70525618,85.5990078
1424,,2.46949931,0.546446159,3.683031193,4.025696777,4.52988217,300,5.216126988,1.4718547,0.076864782,1.334598689,1.411463471,0,8.09944516,11.14452372,12.05837467,10.82287606,11.09733677,88.73407615
1425,,2.46949931,0.570877702,3.637202372,4.077988393,4.519571152,300,5.204253924,1.4718547,0.076864782,1.333771506,1.410636288,0,8.086744913,11.92401233,12.90178134,11.672591,10.35562552,82.8033683
1426,,2.46949931,0.55882233,3.615083693,4.123941476,4.531614326,300,5.218121553,1.4718547,0.076864782,1.335137898,1.412002681,0,8.101978934,11.53873007,12.48490594,11.2108989,10.72156308,85.72939749
1427,,2.46949931,0.544635241,3.497130611,4.251096012,4.526101135,300,5.211773153,1.4718547,0.076864782,1.331428242,1.408293024,0,8.091920878,11.07955137,11.98807458,10.72193871,11.15204368,89.17151144
1428,,2.46949931,0.542958868,3.68496087,4.291327197,4.671473973,300,5.379168938,1.4718547,0.076864782,1.36483403,1.441698812,0,8.292722451,11.30276731,12.22959423,10.89298593,11.20307782,89.5795794
1429,,2.46949931,0.612196009,3.514574295,4.322293026,4.52549577,300,5.21107608,1.4718547,0.076864782,1.336689495,1.413554277,0,8.096485057,13.58396984,14.69785536,13.60865385,9.101119561,72.77236447
1430,,2.509888171,0.600761864,3.680261123,4.268125518,4.629113688,300,5.417570356,1.587974409,0.065455483,1.398986761,1.464442243,0,8.469987008,13.4680746,14.57245671,13.51645148,9.602896334,75.54895198
1431,,2.509888171,0.5769424,3.549274821,4.123241022,4.47853744,300,5.241347115,1.587974409,0.065455483,1.362406477,1.42786196,0,8.257183483,12.1963096,13.19640698,12.06128355,10.33780901,81.33073706
1432,,2.509888171,0.53576219,3.585477672,4.242398116,4.58453077,300,5.365393824,1.587974409,0.065455483,1.382793381,1.448248864,0,8.401617096,11.05144738,11.95766606,10.69443246,11.60830296,91.32610542
1433,,2.509888171,0.590179499,3.758643447,4.111436899,4.616027062,300,5.402254741,1.587974409,0.065455483,1.396284655,1.461740137,0,8.451969287,12.99739404,14.06318035,12.977159,9.929482948,78.11830976
1434,,2.509888171,0.563563777,3.618457054,4.301997504,4.621508207,300,5.408669466,1.587974409,0.065455483,1.39351138,1.458966863,0,8.455610737,12.00993232,12.99474677,11.75720769,10.750519,84.57765403
1435,,2.509888171,0.546001392,3.691336202,4.226121293,4.64012683,300,5.430459318,1.587974409,0.065455483,1.39705946,1.462514942,0,8.480948669,11.46779839,12.40815786,11.20205878,11.29248169,88.84144188
1436,,2.509888171,0.571351455,3.625037405,4.057779833,4.50107277,300,5.267720789,1.587974409,0.065455483,1.367859217,1.433314699,0,8.289009897,12.04229557,13.0297638,11.96750443,10.51037921,82.68840009
1437,,2.509888171,0.568728546,3.477485958,4.247281245,4.49458219,300,5.260124696,1.587974409,0.065455483,1.364365449,1.429820932,0,8.277920036,11.93454299,12.91317551,11.7038347,10.59108475,83.32333552
1438,,2.509888171,0.617161479,4.084143786,4.335089235,4.951783533,300,5.795199142,1.587974409,0.065455483,1.476483114,1.541938597,0,8.925112148,14.98100977,16.20945257,15.31664105,9.096987632,71.56881193
1439,,2.509888171,0.639025705,3.683719616,4.529442417,4.722382102,300,5.52672477,1.587974409,0.065455483,1.422575217,1.4880307,0,8.602729878,15.59679939,16.87573694,16.09579364,8.422205031,66.26008876
1440,,2.273101827,0.591517199,3.749824755,4.33112334,4.712717385,300,4.995082078,1.50236025,0.043716931,1.29392685,1.337643781,0,7.835086109,13.35948863,14.45496669,13.40021296,8.955275454,77.79302028
1441,,2.273101827,0.503538047,3.632702301,4.446335526,4.747548762,300,5.032000394,1.50236025,0.043716931,1.293016251,1.336733182,0,7.871093826,10.5303603,11.39384985,10.1328136,11.41344809,99.14676586
1442,,2.273101827,0.52258031,3.593228877,4.403710716,4.68531924,300,4.96604236,1.50236025,0.043716931,1.281656095,1.325373026,0,7.793775636,10.93678063,11.83359664,10.52295275,10.88136574,94.52465308
1443,,2.273101827,0.528815138,3.668652054,4.258818605,4.650364727,300,4.928993531,1.50236025,0.043716931,1.27597883,1.31969576,0,7.751049541,11.05361014,11.96000617,10.69558598,10.70733472,93.01287396
1444,,2.273101827,0.514335573,3.706383884,4.525779789,4.829789121,300,5.119168222,1.50236025,0.043716931,1.310868677,1.354585607,0,7.97611408,10.96058971,11.85935806,10.56112943,11.11174959,96.52596009
1445,,2.273101827,0.50514982,3.644579178,4.35036445,4.698972499,300,4.980513661,1.50236025,0.043716931,1.283625196,1.327342127,0,7.810216038,10.49021275,11.3504102,10.05294687,11.36851556,98.75644428
1446,,2.273101827,0.548560831,3.70500166,4.365207354,4.720373622,300,5.003197042,1.50236025,0.043716931,1.291713258,1.335430188,0,7.84098748,11.78942142,12.75615397,11.57382426,10.15554601,88.21957523
1447,,2.273101827,0.561649806,3.533410341,4.604616851,4.717588333,300,5.000244871,1.50236025,0.043716931,1.290198908,1.333915839,0,7.836520961,12.22336082,13.2256764,11.98259291,9.789436133,85.03923833
1448,,2.273101827,0.529601006,3.664239487,4.468180502,4.760480702,300,5.045707157,1.50236025,0.043716931,1.297818146,1.341535077,0,7.889602484,11.27449373,12.19900221,11.0292654,10.6852105,92.82068446
1449,,2.273101827,0.545152333,3.690505376,4.421352318,4.742092149,300,5.026216845,1.50236025,0.043716931,1.295605923,1.339322853,0,7.867899948,11.72003096,12.6810735,11.45644628,10.25073672,89.04648145
1450,,2.279884381,0.530096661,3.662189186,4.66361071,4.864469044,300,5.171310426,1.511961198,0.043635748,1.323386673,1.367022421,0,8.050294045,11.48500105,12.42677114,11.19338698,10.70300464,92.69866208
1451,,2.279884381,0.518546158,4.374503847,4.416686644,5.184438381,300,5.511462815,1.511961198,0.043635748,1.393596192,1.43723194,0,8.460655953,11.7156238,12.67630495,11.62225552,11.02715876,95.50615898
1452,,2.279884381,0.542770784,3.74953228,4.657402466,4.906442737,300,5.215931738,1.511961198,0.043635748,1.333623108,1.377258855,0,8.105151792,11.96004542,12.94076915,11.81566976,10.34792645,89.62333185
1453,,2.279884381,0.546326101,3.589726109,4.559898553,4.747210137,300,5.046655052,1.511961198,0.043635748,1.300473074,1.344108822,0,7.902725072,11.77482065,12.74035594,11.50779896,10.24819977,88.75959962
1454,,2.279884381,0.526491822,3.818894974,4.389702205,4.818239414,300,5.12216472,1.511961198,0.043635748,1.315592119,1.359227866,0,7.993353784,11.29672564,12.22305714,11.04130739,10.80442013,93.57702102
1455,,2.279884381,0.525329052,3.608948685,4.116804216,4.536596519,300,4.82275633,1.511961198,0.043635748,1.25728273,1.300918478,0,7.635636006,10.75870443,11.6409182,10.42909673,10.83702937,93.85944942
1456,,2.279884381,0.537706701,3.616305436,4.346415957,4.658787244,300,4.952654612,1.511961198,0.043635748,1.282557067,1.326192814,0,7.790808624,11.34051334,12.27043543,11.03507227,10.48998415,90.85369283
1457,,2.279884381,0.536665889,3.729630275,4.374869707,4.74802375,300,5.047519985,1.511961198,0.043635748,1.301449253,1.345085001,0,7.904566184,11.47411479,12.4149922,11.19418867,10.51922778,91.10697173
1458,,2.279884381,0.559849135,3.714979674,4.241103294,4.658057359,300,4.951878687,1.511961198,0.043635748,1.285139476,1.328775224,0,7.792615109,12.05620529,13.04481412,11.90157177,9.869555678,85.48016533
1459,,2.279884381,0.54122216,4.046685322,4.240629182,4.881862379,300,5.189800899,1.511961198,0.043635748,1.331860661,1.375496408,0,8.077258506,11.86871017,12.84194441,11.73555353,10.39167288,90.00221945
1460,,2.320873579,0.556292445,3.531844328,4.408245202,4.621823709,300,5.00169496,1.525351694,0.048124123,1.296423984,1.344548107,0,7.871594761,11.84400579,12.81521426,11.60089699,10.14820254,86.34122727
1461,,2.320873579,0.587613103,3.564002842,4.485752569,4.656072856,300,5.038759071,1.525351694,0.048124123,1.306013444,1.354137567,0,7.918248332,13.06456727,14.13586179,13.04033124,9.254630803,78.73869072
1462,,2.320873579,0.586909149,3.701642007,4.335430772,4.682737852,300,5.067615684,1.525351694,0.048124123,1.313016428,1.361140551,0,7.954107929,13.09502409,14.16881607,13.10934603,9.274920323,78.91131459
1463,,2.320873579,0.53240703,3.494885475,4.089885301,4.446123132,300,4.811553419,1.525351694,0.048124123,1.25872807,1.306852193,0,7.643757306,10.77727104,11.66100726,10.43647779,10.82986627,92.14084377
1464,,2.320873579,0.492980291,3.606524647,4.338703438,4.67690358,300,5.061301889,1.525351694,0.048124123,1.30373915,1.351863272,0,7.938516856,10.13979956,10.97126312,9.714966362,11.95459894,101.7101048
1465,,2.320873579,0.519369427,3.662439688,4.539175005,4.80595685,300,5.200962147,1.525351694,0.048124123,1.332407823,1.380531945,0,8.106845786,11.05088249,11.95705486,10.74418312,11.20159742,95.30354407
1466,,2.320873579,0.550584127,3.566573771,3.957997305,4.416714385,300,4.779727544,1.525351694,0.048124123,1.254889249,1.303013371,0,7.608092609,11.26637449,12.1902172,10.98058847,10.31137585,87.72951086
1467,,2.320873579,0.566809545,3.331758381,4.276403785,4.410721444,300,4.773242038,1.525351694,0.048124123,1.252132724,1.300256847,0,7.598850579,11.78208423,12.74821513,11.54250339,9.848062389,83.78762536
1468,,2.320873579,0.573543763,3.5085046,4.297019161,4.537140194,300,4.910051242,1.525351694,0.048124123,1.280259866,1.328383989,0,7.763786925,12.27711571,13.2838392,12.06611732,9.656111421,82.15450047
1469,,2.320873579,0.568299497,3.451227645,4.332600534,4.519242743,300,4.890682787,1.525351694,0.048124123,1.27559204,1.323716163,0,7.739750644,12.05247103,13.04077365,11.87803124,9.805638594,83.42668237
1470,,2.380128732,0.595101782,3.540025416,4.307629178,4.549438292,300,5.04906041,1.179406344,0.056043473,1.240094237,1.296137711,0,7.524604465,12.39196789,13.40810926,12.19214486,9.271892889,76.9216399
1471,,2.380128732,0.611671614,3.1439149,4.272291159,4.229885933,300,4.694414614,1.179406344,0.056043473,1.169902534,1.225946007,0,7.099766965,12.33797875,13.349693,12.24531114,8.786685578,72.89625451
1472,,2.380128732,0.556203714,4.189427572,4.38838042,5.053213132,300,5.608160114,1.179406344,0.056043473,1.349362824,1.405406297,0,8.192972755,12.01726997,13.00268611,11.83610302,10.41023905,86.36560723
1473,,2.380128732,0.56459691,3.350358339,4.320075147,4.447261858,300,4.935662896,1.179406344,0.056043473,1.214360319,1.270403793,0,7.385473033,11.09515272,12.00495525,10.71346899,10.16412603,84.32380012
1474,,2.380128732,0.55202889,3.712690466,4.170195497,4.623079061,300,5.130788453,1.179406344,0.056043473,1.25417653,1.310220003,0,7.6204148,11.04787321,11.95379881,10.6839819,10.53234169,87.3785973
1475,,2.380128732,0.553266412,3.625283574,4.293876285,4.627886443,300,5.136123785,1.179406344,0.056043473,1.254253431,1.310296904,0,7.625827033,11.09400876,12.00371748,10.73400819,10.49599114,87.07702523
1476,,2.380128732,0.567985753,3.625283574,4.266409738,4.605925767,300,5.111751375,1.179406344,0.056043473,1.250818074,1.306861547,0,7.598019266,11.52647114,12.47164177,11.32827958,10.06535351,83.50436181
1477,,2.380128732,0.553063455,4.087727151,4.311467186,4.94574951,300,5.48889477,1.179406344,0.056043473,1.325596814,1.381640287,0,8.049941401,11.70417049,12.66391247,11.44570512,10.50212273,87.12789419
1478,,2.380128732,0.606052134,3.350358339,4.242968466,4.373907441,300,4.854252652,1.179406344,0.056043473,1.202057234,1.258100707,0,7.291759703,12.43847954,13.45843486,12.35060158,8.951381398,74.26260686
1479,,2.380128732,0.615993504,3.143670313,4.306991917,4.240191794,300,4.70585227,1.179406344,0.056043473,1.172324412,1.228367886,0,7.1136265,12.54260175,13.5710951,12.44775573,8.660210244,71.84698764
1480,,2.402803169,0.586723129,3.078640818,4.384439856,4.264943853,300,4.778414895,1.351964738,0.060050077,1.219525757,1.279575833,0,7.409955467,11.77749107,12.74324534,11.55623077,9.607000732,78.94964892
1481,,2.402803169,0.587203686,3.28388347,4.189218857,4.317055784,300,4.836800759,1.351964738,0.060050077,1.233037025,1.293087102,0,7.481852598,11.90868089,12.88519272,11.67495213,9.593354643,78.83750633
1482,,2.402803169,0.619834048,3.279994701,4.242058054,4.309321779,300,4.82813563,1.351964738,0.060050077,1.233641546,1.293691623,0,7.473791992,13.22444564,14.30885018,13.27436134,8.629557768,70.91709214
1483,,2.402803169,0.604300973,4.561589361,4.091365252,5.189816967,300,5.814636618,1.351964738,0.060050077,1.433511701,1.493561778,0,8.660163134,14.55010678,15.74321554,14.87511321,9.088347035,74.68738971
1484,,2.402803169,0.610035347,3.572012302,4.212957672,4.520312467,300,5.064528202,1.351964738,0.060050077,1.280954378,1.341004455,0,7.757497395,13.28064109,14.36965366,13.24728421,8.919235029,73.29763927
