GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
41000,Oregon,8,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,2110.3,2143.1,2364.7,2589.2,2729,2806.2,2805.1,3045.4,3212.9,3259.1,3303.9,3574.3,3691.7,3864.5,4088.6,4268.6,4627.5,5055.3,5408.2,5737.2,6183.1,6748.1,7486.7,8301.4,9213.9,10418,11733.8,13247.2,14785.3,16303.3,18617.3,20972.2,23382,25312.9,26125.5,28090.4,30533.5,31961.9,33462.7,35045.1,38772,41829.4,45649.4,47924.9,51152.6,54609.5,58242.2,62761.1,67334.6,70709.3,74781.4,76905.8,82521.9,86108.6,88982.4,92952.6,98182,101500,110396.1,116305.4,121676,121052.1,123769.5,128751.5,135425,135385.1,144305.1,153843.6,160837.6,171112.2,183113,191186,211244.1,230832.7,229333.5,248212.9,260973.5
41000,Oregon,8,SAINC51,52,...,Population (persons) 1/,Number of persons,1405000,1431000,1532000,1556000,1582000,1601000,1626000,1659000,1698000,1712000,1718000,1746000,1772000,1787000,1818000,1853000,1888000,1937000,1969000,1979000,2004000,2062000,2100388,2149890,2195219,2238878,2280956,2324622,2372155,2439355,2509609,2578312,2641218,2667985,2664919,2653071,2666589,2672648,2683526,2700996,2741297,2790579,2860375,2928507,2991755,3060367,3121264,3184369,3247111,3304310,3352449,3393941,3429708,3467937,3513424,3547376,3569463,3613202,3670883,3722417,3768748,3808600,3837609,3872651,3900064,3924055,3965375,4018453,4093165,4147171,4183398,4215959,4243779,4254280,4247372,4253653,4272371
41000,Oregon,8,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1502,1498,1544,1664,1725,1753,1725,1836,1892,1904,1923,2047,2083,2163,2249,2304,2451,2610,2747,2899,3085,3273,3564,3861,4197,4653,5144,5699,6233,6683,7418,8134,8853,9488,9803,10588,11450,11959,12470,12975,14144,14990,15959,16365,17098,17844,18660,19709,20737,21399,22307,22660,24061,24830,25326,26203,27506,28091,30073,31245,32286,31784,32252,33246,34724,34501,36391,38284,39294,41260,43771,45348,49777,54259,53994,58353,61084
42000,Pennsylvania,2,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,13388.9,13388.2,14965.2,16033.3,16582.3,17891.9,17799.5,18788.8,20145.2,21195.6,21474.8,22480.9,23209.2,23865.2,24753.4,25659,27780.7,29704.2,31799.2,34090.7,36768.6,39493.6,42874.2,46014.8,49190.6,54259.9,59277.4,65856,71575.3,78079.9,85708.5,94307.6,103496.9,113338.9,122126.1,129731.2,139929.2,148173.9,156144.4,163714.1,178584.5,192839.3,204949.7,215002.7,226434.4,235142.5,242666.2,252790.7,263945.3,275609.6,289405.2,301295.1,322048.2,336978.3,350987.6,366412.5,388722.8,400473.7,417928.7,441292.3,460473.2,462512.3,482145.1,502382.7,522830.1,521961.8,540060.9,558612.5,575436.1,592682.8,628240,646245.5,699718.3,732291.1,730225.9,788220.2,819691.4
42000,Pennsylvania,2,SAINC51,52,...,Population (persons) 1/,Number of persons,10287000,10390000,10507000,10461000,10503000,10662000,10817000,10939000,10972000,10954000,11058000,11234000,11329000,11392000,11355000,11424000,11519000,11620000,11664000,11681000,11741000,11741000,11811561,11884354,11904541,11885202,11863936,11897778,11887478,11881857,11864774,11873563,11868305,11858569,11845146,11837726,11815175,11770865,11782754,11810869,11845755,11865992,11903299,11982164,12049450,12119724,12166050,12198403,12220464,12227814,12245672,12263805,12284173,12298970,12331031,12374658,12410722,12449990,12510809,12563937,12612285,12666858,12716596,12773059,12816003,12847236,12880907,12899169,12918673,12945701,12980946,12991539,12996143,13015571,12984990,13017721,13078751
42000,Pennsylvania,2,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1302,1289,1424,1533,1579,1678,1646,1718,1836,1935,1942,2001,2049,2095,2180,2246,2412,2556,2726,2918,3132,3364,3630,3872,4132,4565,4996,5535,6021,6571,7224,7943,8720,9558,10310,10959,11843,12588,13252,13861,15076,16251,17218,17944,18792,19402,19946,20723,21599,22540,23633,24568,26217,27399,28464,29610,31322,32167,33405,35124,36510,36514,37915,39331,40795,40628,41927,43306,44543,45782,48397,49744,53840,56263,56236,60550,62674
44000,Rhode Island,1,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,1027.7,1042.9,1145.1,1241.6,1296.8,1397.9,1423.2,1493.9,1564.2,1610.8,1692.7,1787.6,1801.7,1878.1,2027.9,2116.2,2282.9,2460,2666.5,2902.4,3137.1,3312.2,3663.9,3885.1,4182,4468.1,4670.5,5174.6,5597.8,6138.3,6640.1,7301.1,8253,9187.7,9949.7,10813.1,11895.5,12805.7,13652.6,14413.4,16047.9,17461.9,18043,18309.5,19211.8,19995.3,20458.7,21539.7,22146.1,23195.8,24664.8,25716.9,27508.9,29068.5,30977.1,32823.5,34517,34893.2,36437.3,37835.1,38729.9,38833.9,40774.9,41727.4,43278.1,42748.9,44303,45712.1,46269.3,48355.1,50625.9,53541.5,58040.6,60880.9,60728.8,65560.3,68861.2
44000,Rhode Island,1,SAINC51,52,...,Population (persons) 1/,Number of persons,787000,801000,786000,784000,802000,815000,816000,823000,840000,851000,858000,857000,855000,858000,871000,876000,885000,893000,899000,909000,922000,932000,950561,963974,976365,978010,953503,946339,950321,955128,957237,956643,948773,953012,954170,956382,961895,968956,977340,989605,996407,1000666,1005995,1010649,1012581,1015112,1015960,1017002,1020893,1025353,1031155,1040402,1050268,1057142,1065995,1071342,1074579,1067916,1063096,1057315,1055003,1053646,1054975,1058746,1063756,1068358,1073245,1077555,1082431,1085105,1091824,1094580,1096530,1097246,1099498,1103429,1112308
44000,Rhode Island,1,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1306,1302,1457,1584,1617,1715,1744,1815,1862,1893,1973,2086,2107,2189,2328,2416,2580,2755,2966,3193,3403,3554,3854,4030,4283,4569,4898,5468,5890,6427,6937,7632,8699,9641,10428,11306,12367,13216,13969,14565,16106,17450,17936,18117,18973,19698,20137,21180,21693,22622,23920,24718,26192,27497,29059,30638,32121,32674,34275,35784,36711,36857,38650,39412,40684,40014,41280,42422,42746,44563,46368,48915,52931,55485,55233,59415,61908
45000,South Carolina,5,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,1741.3,1690.9,1871.3,2337.5,2472.3,2578.1,2454.1,2601,2694.3,2816.8,2927.4,3125.2,3279.3,3438.4,3663.6,3880.1,4200.9,4621.4,5147.2,5554.2,6118.5,6788.5,7565,8303.6,9156,10430.3,11780.9,13133.9,14489.2,15782.1,17784.4,19714.5,22146,24797.1,26631,28916.9,32357,34524.8,36928.9,39326.3,43118.8,46585.6,50054.3,52751.3,56217,59034.8,62451.7,65880.4,69696.2,73886.1,79000.7,82797.4,88902.1,92231.7,96795.1,101099.6,106931.2,112181.6,120366.3,128012.7,135314.9,135219.7,139620.1,146192.4,153536,153736,163645.6,172635.5,179244.4,189000,198319.8,210114.9,225887,247048.2,251393.6,275523.3,293767
45000,South Carolina,5,SAINC51,52,...,Population (persons) 1/,Number of persons,1996000,2029000,2113000,2167000,2178000,2181000,2176000,2200000,2229000,2274000,2304000,2348000,2392000,2409000,2423000,2460000,2475000,2494000,2520000,2533000,2559000,2570000,2598210,2661836,2718404,2775442,2843199,2900158,2941407,2988979,3041068,3086885,3134502,3179255,3207611,3234068,3271864,3303211,3342759,3380507,3412097,3456777,3501155,3570404,3620464,3663314,3705397,3748582,3796200,3859696,3919235,3974682,4024223,4064995,4107795,4150297,4210921,4270150,4357847,4444110,4528996,4589872,4633669,4661744,4699358,4738067,4789723,4850136,4908404,4963742,5019607,5076874,5132249,5194274,5287935,5387830,5478831
45000,South Carolina,5,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,872,833,886,1079,1135,1182,1128,1182,1209,1239,1271,1331,1371,1427,1512,1577,1697,1853,2043,2193,2391,2641,2912,3120,3368,3758,4144,4529,4926,5280,5848,6387,7065,7800,8302,8941,9889,10452,11047,11633,12637,13477,14297,14775,15528,16115,16854,17575,18359,19143,20157,20831,22092,22689,23564,24360,25394,26271,27621,28805,29877,29460,30132,31360,32672,32447,34166,35594,36518,38076,39509,41387,44013,47562,47541,51138,53619
46000,South Dakota,4,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,864.6,665.9,807.4,933.9,817.3,891.7,922.3,860.6,916.9,1082,1094.7,1002.7,1231.2,1229.5,1405.2,1356.2,1347.6,1521.3,1634.9,1658.6,1761.4,1896.1,2083.6,2310.3,2668.8,3346.1,3304.6,3687.1,3603.3,4141.4,4742.3,5209.4,5192.4,6062.5,6354,6707.7,7699.3,7881.5,8228.3,8605.4,9005.2,9647.5,10536.3,11005,11879.9,12352.7,13384.1,13578.2,15044.6,15218.9,16420.2,17094.1,18266.5,18899.3,19180.8,21246.3,22859.7,24042.1,25093.1,27765.3,29962.8,29768.6,31445.9,33901.4,34448,34575.1,36056.8,37402.5,37742.2,39331.7,41600,44304,48648.2,55009.7,57287.7,61233.4,62709.7
46000,South Dakota,4,SAINC51,52,...,Population (persons) 1/,Number of persons,612000,631000,655000,655000,651000,648000,655000,663000,670000,666000,656000,667000,683000,693000,705000,708000,701000,692000,683000,671000,669000,668000,666641,671382,677389,678939,679877,681420,686843,688992,689293,689018,690851,689584,690597,693009,697250,698404,696036,696034,698160,696698,697101,703669,712801,722159,730790,737925,742213,744223,746058,750412,755844,757972,760020,763729,770396,775493,783033,791623,799124,807067,816068,823113,832730,841120,847538,852029,860557,870094,875247,882486,887948,896492,909723,918305,924669
46000,South Dakota,4,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1413,1055,1233,1426,1255,1376,1408,1298,1369,1625,1669,1503,1803,1774,1993,1916,1922,2198,2394,2472,2633,2838,3126,3441,3940,4928,4861,5411,5246,6011,6880,7561,7516,8792,9201,9679,11042,11285,11822,12364,12899,13848,15114,15639,16666,17105,18315,18401,20270,20449,22009,22780,24167,24934,25237,27819,29673,31002,32046,35074,37495,36885,38533,41187,41368,41106,42543,43898,43858,45204,47529,50204,54787,61361,62973,66681,67818
47000,Tennessee,5,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,2927.6,2924.8,3238.4,3551.7,3689.2,3950.4,4046.2,4266.7,4538.1,4752.5,4952.3,5298.4,5404.8,5738.1,5999.7,6432.9,6987.2,7580.7,8272.4,8882,9783.7,10489.2,11497.2,12792.8,14382.1,16328.8,18064.1,19903.7,22179.2,24590.7,27877.9,31022.8,34144.8,37970.8,40558,43410.2,48527.2,51727,55426.8,59280.7,64876.2,69386.6,74052.3,78236.2,85463.6,90841.2,96352.5,103283.9,108460.8,114522.2,125503.4,130429.3,138596.1,142199.1,149226.9,156883.6,166576.5,173077.8,182645.9,190829.2,200053.4,203315.5,212656.9,223730.9,234138.8,234048.4,241982.8,253158.6,260756.7,273678.9,290812,308684.9,331793.2,365048.7,374092.3,405764.7,429141.4
47000,Tennessee,5,SAINC51,52,...,Population (persons) 1/,Number of persons,3216000,3236000,3315000,3372000,3352000,3319000,3359000,3415000,3415000,3434000,3471000,3522000,3575000,3622000,3673000,3718000,3771000,3798000,3822000,3859000,3878000,3897000,3936975,4010238,4088445,4138417,4201621,4260829,4329160,4401939,4461639,4533297,4600252,4627662,4646043,4659757,4686743,4715292,4738708,4782939,4822438,4854432,4894492,4966587,5049742,5137584,5231438,5326936,5416643,5499233,5570045,5638706,5703719,5750789,5795918,5847812,5910809,5991057,6088766,6175727,6247411,6306019,6356388,6404657,6463610,6508290,6559452,6613679,6673101,6740060,6806981,6862615,6927904,6965740,7062217,7148304,7227750
47000,Tennessee,5,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,910,904,977,1053,1101,1190,1205,1249,1329,1384,1427,1504,1512,1584,1633,1730,1853,1996,2164,2302,2523,2692,2920,3190,3518,3946,4299,4671,5123,5586,6248,6843,7422,8205,8730,9316,10354,10970,11697,12394,13453,14293,15130,15753,16924,17682,18418,19389,20024,20825,22532,23131,24299,24727,25747,26828,28182,28889,29997,30900,32022,32241,33456,34933,36224,35962,36891,38278,39076,40605,42723,44981,47892,52406,52971,56764,59374
48000,Texas,6,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,8465.2,9294.6,9935.9,11151.5,11967.1,12311.6,12729.3,13766.4,14677.3,15641.8,16198.3,17114.5,17503.2,18497.9,19380.3,20218.5,22020.4,23644.7,25643.1,27950.3,30777.7,33938.3,37866.7,41556.1,45626,51921.5,58002,67009.4,74949.6,82908.5,95642,108744.3,124242.7,144432.5,161127.3,175505.7,192855.4,207952.6,215082,217720.7,232700.5,247122.3,266813.2,280739.8,304417.2,321861.9,339722.1,362583.8,387139.7,419888.5,455832.1,481679.7,521390.5,559657.2,580684.5,609547.1,640276.9,685452.2,746384,790296.2,865085.6,853417.3,904297,977508,1039910.4,1058273.2,1130364.6,1150103.6,1154954.4,1229845.2,1332400.2,1394481.1,1462282.8,1607699,1681000.3,1834674.4,1927969.3
48000,Texas,6,SAINC51,52,...,Population (persons) 1/,Number of persons,7626000,7623000,7776000,8111000,8314000,8336000,8382000,8660000,8830000,9070000,9252000,9405000,9624000,9820000,10053000,10159000,10270000,10378000,10492000,10599000,10819000,11045000,11236772,11509640,11758760,12018970,12267865,12568182,12903268,13191790,13497726,13887312,14338208,14746318,15331408,15751674,16007088,16272722,16561103,16621767,16667040,16806729,17056755,17398005,17759738,18161612,18564062,18958751,19340342,19740317,20157531,20558220,20944499,21319622,21690325,22030931,22394023,22778123,23359580,23831983,24309039,24801761,25238386,25627909,26052403,26433846,26903208,27394564,27825975,28188852,28508309,28856455,29239570,29570351,30113488,30727890,31290831
48000,Texas,6,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1110,1219,1278,1375,1439,1477,1519,1590,1662,1725,1751,1820,1819,1884,1928,1990,2144,2278,2444,2637,2845,3073,3370,3611,3880,4320,4728,5332,5809,6285,7086,7830,8665,9794,10510,11142,12048,12779,12987,13099,13962,14704,15643,16136,17141,17722,18300,19125,20017,21271,22613,23430,24894,26251,26772,27668,28591,30093,31952,33161,35587,34410,35830,38142,39916,40035,42016,41983,41506,43629,46737,48325,50010,54369,55822,59707,61615
49000,Utah,7,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,784,817.5,910.7,1041.2,1090.6,1118.5,1133.2,1245.8,1350.6,1466.8,1518.7,1617.4,1725.7,1845.8,2015,2090,2230.2,2366.7,2509.8,2641,2799.2,3031.3,3411.4,3847.3,4275.3,4757.2,5310.7,5989.6,6694.7,7546.8,8668.9,9737,10963.9,12285.2,13306.8,14431.6,16002,17086.2,17946.8,18681.3,19954.8,21441.9,22992.7,24825.8,26814.7,28846.5,31028.8,33678.8,36595.8,39407.7,42065.8,44242.9,47332.2,49879.1,52482.5,54928.8,58669.2,62993.2,69533,75379.5,80262,78860.2,81116.7,86697.8,91803.6,93752.1,98969.1,106142.6,111885.9,119407.3,128505.3,137708.7,149974.1,168496.9,174495.1,191527,203076.7
49000,Utah,7,SAINC51,52,...,Population (persons) 1/,Number of persons,653000,671000,696000,706000,724000,739000,750000,783000,809000,826000,845000,870000,900000,936000,958000,974000,978000,994000,1009000,1019000,1029000,1047000,1065672,1100733,1134601,1168784,1198793,1233935,1272365,1316421,1364235,1416094,1472595,1515472,1558314,1594943,1622342,1642910,1662833,1678120,1689372,1705865,1731223,1779780,1836799,1898404,1960446,2014177,2067976,2119784,2165960,2203482,2244502,2283715,2324815,2360137,2401580,2457719,2525507,2597746,2663029,2723421,2776212,2818798,2861360,2909190,2951948,3000449,3064277,3126779,3181595,3233028,3284077,3339738,3391011,3443222,3503613
49000,Utah,7,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1201,1218,1309,1475,1506,1513,1511,1591,1670,1776,1797,1859,1917,1972,2103,2146,2280,2381,2487,2592,2720,2895,3201,3495,3768,4070,4430,4854,5262,5733,6354,6876,7445,8107,8539,9048,9864,10400,10793,11132,11812,12570,13281,13949,14599,15195,15827,16721,17696,18590,19421,20079,21088,21841,22575,23274,24429,25631,27532,29017,30139,28956,29218,30757,32084,32226,33527,35376,36513,38189,40390,42594,45667,50452,51458,55624,57962
50000,Vermont,1,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,406.5,395.4,420,471.9,479.2,504.8,517.6,532.8,576.9,601.9,613.6,656.7,693,723.3,759.7,779.5,842,928.1,1037.8,1122.5,1222.8,1319.3,1457.3,1622,1759,1952.9,2114.2,2331,2598.3,2795.3,3197.7,3568.3,3989.8,4462.3,4893.5,5279.5,5805.3,6266.9,6711.2,7187.8,7927.5,8729.4,9093.7,9345.5,10018.5,10399.5,10916.6,11493.8,12023,12648.9,13576.6,14318.4,15439.1,16532,17182.1,18088.2,19127.1,19286,20354.4,21368.7,22740.5,23143.6,23828.5,24950.8,25699.9,25784.6,26684.2,27383,27754.9,28590,29770.8,31165.8,33624.4,34806.1,35731.5,38495.7,40365.1
50000,Vermont,1,SAINC51,52,...,Population (persons) 1/,Number of persons,359000,369000,379000,378000,375000,379000,377000,375000,377000,376000,380000,387000,389000,390000,393000,397000,399000,404000,413000,423000,430000,437000,446323,454357,463214,468533,473138,479894,485144,492174,498284,505711,512524,515594,519108,523302,526658,530035,534066,540267,549763,557708,564798,568606,572751,577748,583836,589002,593701,597239,600416,604683,609618,612223,615442,617858,619920,621215,622892,623481,624151,624817,626366,629600,630693,632859,633872,635912,636397,639087,640680,641847,642977,647210,648142,648708,648493
50000,Vermont,1,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1132,1072,1108,1249,1278,1332,1373,1421,1530,1601,1615,1697,1781,1855,1933,1963,2110,2297,2513,2654,2844,3019,3265,3570,3797,4168,4469,4857,5356,5679,6417,7056,7785,8655,9427,10089,11023,11824,12566,13304,14420,15652,16101,16436,17492,18000,18698,19514,20251,21179,22612,23679,25326,27003,27918,29276,30854,31046,32677,34273,36434,37041,38042,39630,40749,40743,42097,43061,43613,44736,46468,48556,52295,53779,55129,59342,62245
51000,Virginia,5,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,3572.9,3636,4103.9,4768.2,5120.7,5305.6,5436.1,5733.2,6146.9,6479.5,6726.1,7164.9,7322,7824.4,8400.1,8966.9,10075,10822.3,11620.8,12691.7,13934.3,15507.6,16928.6,18893.8,20691.1,23317.9,25637.4,28759.6,31552.1,34746,39246.8,43683,49349,54972.5,59820.1,65189.8,72897.6,78355.8,84576.1,90330.2,99800,107473.8,113493.6,119055.6,126820.6,132978.6,139508.6,146408.2,152881.7,162189.5,171344.9,181994.8,197255.6,208358.4,220058.7,235447.9,252323.5,265957.4,282404.7,297091.9,309947.3,312814.4,325496.5,340027,356231.8,348961.5,362726.7,376673.5,386860.4,402867.4,419465.7,436508.3,464918.9,503986.5,513501.5,562219,592457.6
51000,Virginia,5,SAINC51,52,...,Population (persons) 1/,Number of persons,3207000,3292000,3315000,3434000,3504000,3557000,3555000,3588000,3722000,3844000,3914000,3951000,3986000,4095000,4180000,4276000,4357000,4411000,4456000,4508000,4558000,4614000,4659930,4752846,4828131,4906648,4978155,5056385,5132693,5205706,5284122,5324533,5368334,5444094,5492785,5564662,5643868,5715149,5811692,5932273,6036908,6120246,6216884,6301217,6414307,6509630,6593139,6670693,6750884,6829183,6900918,7000174,7105817,7198362,7286873,7366977,7475575,7577105,7673725,7751000,7833496,7925937,8025105,8107953,8197400,8270221,8334206,8390494,8445270,8503046,8547370,8597508,8637615,8658910,8683414,8734685,8811195
51000,Virginia,5,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1114,1104,1238,1389,1461,1492,1529,1598,1652,1686,1718,1813,1837,1911,2010,2097,2312,2453,2608,2815,3057,3361,3633,3975,4286,4752,5150,5688,6147,6675,7427,8204,9193,10098,10891,11715,12916,13710,14553,15227,16532,17560,18256,18894,19772,20428,21160,21948,22646,23749,24829,25999,27760,28945,30199,31960,33753,35100,36802,38329,39567,39467,40560,41937,43457,42195,43523,44893,45808,47379,49075,50771,53825,58204,59136,64366,67239
53000,Washington,8,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,3454.9,3518.4,3978.2,4259.9,4497.7,4794.3,4983.1,5254.5,5494,5847.5,5916,6313.8,6524.2,6840.9,7359.3,7517.6,8027.5,8617.8,9625.4,10496.1,11605.7,12553,13522.1,14378.6,15343.7,17223.6,19557.3,22238.6,24561,27184,31290.2,35749.3,40654,44999.6,48732.7,52617.2,56515.2,59998.2,64194.2,67194.5,73727.7,80616.3,88373.4,95261.2,102932.4,108535.8,113698.2,120017.3,127867.6,136196.5,147529,154038.2,165920,173357.9,180733.6,190017.3,205163.5,210568.1,227444.9,245244.8,260539.4,256416.2,262234.4,274208.7,295266.1,297401.9,318181.6,334638.6,351840.5,375839.4,403282.5,431565.8,466890.7,501827.7,505205.7,556473,586614.4
53000,Washington,8,SAINC51,52,...,Population (persons) 1/,Number of persons,2255000,2294000,2387000,2424000,2448000,2466000,2516000,2604000,2668000,2724000,2773000,2821000,2855000,2882000,2942000,2955000,2961000,2967000,3057000,3174000,3270000,3343000,3417362,3446958,3446815,3477227,3547877,3618824,3690561,3772360,3886191,4012831,4154678,4235728,4276551,4300269,4343657,4400096,4452724,4531903,4639894,4746315,4903043,5025624,5160757,5278842,5375161,5481027,5569753,5674747,5769562,5842564,5910512,5985722,6052349,6104115,6178645,6257305,6370753,6461587,6562231,6667426,6743680,6830840,6904658,6975001,7068971,7181417,7316788,7447469,7549002,7638923,7727209,7743760,7794123,7857320,7958180
53000,Washington,8,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1532,1534,1667,1757,1837,1944,1981,2018,2059,2147,2133,2238,2285,2374,2501,2544,2711,2905,3149,3307,3549,3755,3957,4171,4452,4953,5512,6145,6655,7206,8052,8909,9785,10624,11395,12236,13011,13636,14417,14827,15890,16985,18024,18955,19945,20561,21153,21897,22957,24000,25570,26365,28072,28962,29862,31129,33205,33652,35701,37954,39703,38458,38886,40143,42763,42638,45011,46598,48087,50465,53422,56496,60422,64804,64819,70822,73712
54000,West Virginia,5,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,1939.8,1836.5,1971.9,2151.8,2185.8,2223.7,2122.7,2252.5,2476,2632.5,2671.6,2741.1,2762.8,2803,2928.8,3047,3290.2,3523.3,3713.3,3939.9,4133,4341.7,4890.6,5396.6,5951.1,6555.4,7181.8,8140.2,9020.9,10111.1,11290,12506.9,13701.5,14964.3,15946.7,16488.5,17787.7,18527.9,19044.5,19435.3,20941.7,22002.2,23431.5,24544.3,26540.5,27530.7,28623.3,29539.4,30646,31876,33181.9,34030.1,35964.2,38158,40177.2,41105.2,42725.8,44433,47327.9,48934.7,52090.3,53571.2,55430.1,57990.1,59669.6,58977.3,60689.3,61774.5,61658.9,64273.2,67802.2,69899.4,73867.5,79678.8,79829.9,85098.1,88668
54000,West Virginia,5,SAINC51,52,...,Population (persons) 1/,Number of persons,1899000,1930000,2006000,1984000,1957000,1929000,1905000,1880000,1857000,1843000,1845000,1855000,1853000,1828000,1809000,1796000,1797000,1786000,1775000,1769000,1763000,1746000,1746629,1770252,1796910,1805293,1814048,1840548,1877440,1905628,1920342,1939062,1951349,1954125,1949605,1945058,1927696,1906831,1882352,1857583,1830213,1806570,1792548,1798735,1806451,1817539,1820421,1823700,1822808,1819113,1815609,1811799,1807021,1801481,1805414,1812295,1816438,1820492,1827912,1834052,1840310,1847775,1854404,1857305,1858706,1856588,1852948,1846270,1835935,1822742,1810572,1800441,1791646,1785618,1774122,1770495,1769979
54000,West Virginia,5,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1021,952,983,1085,1117,1153,1114,1198,1333,1428,1448,1478,1491,1533,1619,1697,1831,1973,2092,2227,2344,2487,2800,3049,3312,3631,3959,4423,4805,5306,5879,6450,7022,7658,8179,8477,9227,9717,10117,10463,11442,12179,13072,13645,14692,15147,15723,16197,16813,17523,18276,18782,19902,21181,22254,22681,23522,24407,25892,26681,28305,28992,29891,31223,32103,31766,32753,33459,33584,35262,37448,38823,41229,44623,44997,48065,50095
55000,Wisconsin,3,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,4346.8,4341.7,4791.8,5403.4,5573.4,5742.9,5809.3,6220.3,6686.1,6999,7171,7746.4,7937.3,8261.4,8688.3,8939.1,9730.4,10484.2,11343.9,11871.3,12994.2,14088.7,15353.3,16718.1,18077.7,20232,22101.8,24486,26720.3,29763.2,32964.9,37004.9,41069.5,44515.2,47412.6,50401.5,55515.8,58542.4,61763.1,64547,68949,75014.4,79254.2,82652.5,89095.3,93553.9,99128.6,104027.6,109223.4,115403.1,122956.4,127885.1,136613.4,144424.5,151497.8,157031.4,164664,168712.5,177637.8,185752.5,193376.8,195506.2,200847.9,209758,218843.8,217673.1,226522.3,234745.6,238235.6,249551.8,263392.8,272661.1,292585.2,316117.2,317735.6,341826.6,358242.6
55000,Wisconsin,3,SAINC51,52,...,Population (persons) 1/,Number of persons,3314000,3391000,3438000,3439000,3469000,3506000,3608000,3679000,3742000,3791000,3843000,3891000,3962000,4009000,4049000,4112000,4165000,4232000,4274000,4303000,4345000,4378000,4425944,4459968,4498433,4518461,4538173,4569616,4584688,4613299,4631944,4665911,4712045,4726345,4728862,4721438,4735571,4747765,4755625,4777923,4822391,4856568,4904562,4964343,5025398,5084889,5133678,5184836,5229986,5266213,5297672,5332666,5373999,5406835,5445162,5479203,5514026,5546166,5577655,5610775,5640996,5669264,5692038,5713359,5734379,5757584,5778789,5794536,5812814,5836809,5859000,5880280,5897375,5881608,5903975,5930405,5960975
55000,Wisconsin,3,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1312,1280,1394,1571,1607,1638,1610,1691,1787,1846,1866,1991,2003,2061,2146,2174,2336,2477,2654,2759,2991,3218,3469,3748,4019,4478,4870,5358,5828,6452,7117,7931,8716,9419,10026,10675,11723,12331,12987,13509,14298,15446,16159,16649,17729,18398,19309,20064,20884,21914,23210,23981,25421,26711,27822,28660,29863,30420,31848,33106,34281,34485,35286,36714,38163,37806,39199,40512,40985,42755,44955,46369,49613,53747,53817,57640,60098
56000,Wyoming,7,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,402.7,439.1,484.5,534.3,522.7,523.1,515.9,560.3,593.6,633.4,645.3,679.2,707.7,749.1,772.3,781.8,828.8,854.4,869.4,924.4,981.6,1080.9,1201.7,1344.5,1528.8,1762.3,2024.6,2327.6,2556.8,2985.2,3556.4,4091.3,4794.3,5446,5807.5,5862.7,6156.8,6432.6,6475,6176.3,6315.5,6844.8,7386.4,7790.5,8224.9,8672.3,9056.2,9492.3,9709.2,10387.7,11024.3,11752.6,12587.2,13480.3,14289,15401.7,16670.1,17923.1,20126.5,21354.9,23836.3,22905.9,23848.2,26059.7,27480.5,27277.9,29090.1,29232,27991,29163.1,30817.8,32040,33625.7,36048.8,38215.6,42460.4,44692
