GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
13000,Georgia,5,SAINC51,52,...,Population (persons) 1/,Number of persons,3259000,3325000,3458000,3531000,3584000,3558000,3602000,3636000,3701000,3766000,3804000,3868000,3956000,4015000,4086000,4172000,4258000,4332000,4379000,4408000,4482000,4551000,4605421,4710272,4807151,4906940,4994870,5058535,5126155,5211771,5286148,5391265,5486174,5568346,5649788,5728248,5834943,5962639,6084645,6208479,6316139,6411117,6512602,6653005,6817203,6978240,7157165,7328413,7501069,7685099,7863536,8045965,8227303,8377038,8508256,8622793,8769252,8925922,9155813,9349988,9504843,9620846,9712616,9805666,9907250,9980892,10078133,10191912,10318636,10428854,10532841,10643103,10732888,10792060,10931805,11064432,11180878
13000,Georgia,5,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,933,923,1027,1151,1209,1264,1250,1363,1430,1448,1496,1563,1587,1636,1719,1829,1954,2116,2296,2490,2671,2889,3153,3439,3730,4159,4479,4869,5297,5726,6365,6900,7588,8426,9046,9763,10907,11612,12435,13017,14065,14867,15682,16236,17170,17742,18599,19555,20497,21165,22597,23501,24815,25745,26745,27670,28812,29696,30641,31299,31329,31160,31536,33092,33557,33413,35232,36838,38002,39782,41666,43248,46098,49473,49197,52712,54994
15000,Hawaii,8,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,,,,,,,,,,,,,1406.8,1526.3,1664.7,1782.8,1963.6,2165.8,2315.9,2507.4,2799.8,3160.4,3687.3,4061.2,4418.7,4906.1,5599.1,6222.5,6661.5,7179.4,7896,8818,10096.2,10924.5,11779.9,12927.5,13851.5,14679,15547.1,16303.6,17963.4,19859.4,21721.8,22892.2,25092.7,26046.4,26673.5,27443.6,27288.1,28056.8,28491.1,29390.4,31057.3,32527.2,34819.3,36733.3,39412.9,41780.6,44609.2,47113,49878.4,50635.3,51879.6,53784.4,55487.6,55608.1,58411.7,60613.2,62818,65432.2,67147.3,69866.3,73811.2,77744.8,77406.9,83644.1,88272.1
15000,Hawaii,8,SAINC51,52,...,Population (persons) 1/,Number of persons,,,499000,502000,495000,499000,504000,529000,548000,573000,605000,622000,642000,659000,684000,682000,700000,704000,710000,723000,734000,743000,762920,791580,818104,841851,858121,875052,892335,915749,928816,950050,967710,978195,993780,1012717,1027922,1039698,1051762,1067917,1079827,1094588,1113491,1136754,1158613,1172838,1187536,1196854,1203755,1211640,1215233,1210300,1213519,1225948,1239613,1251154,1273569,1292729,1309731,1315675,1332213,1346717,1365117,1385141,1405255,1423345,1434323,1446452,1456816,1458161,1459965,1456943,1451252,1447029,1440359,1441387,1446146
15000,Hawaii,8,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,,,,,,,,,,,,,2191,2316,2434,2614,2805,3076,3262,3468,3814,4254,4833,5131,5401,5828,6525,7111,7465,7840,8501,9282,10433,11168,11854,12765,13475,14119,14782,15267,16635,18143,19508,20138,21658,22208,22461,22930,22669,23156,23445,24284,25593,26532,28089,29360,30947,32320,34060,35809,37440,37599,38004,38830,39486,39069,40724,41905,43120,44873,45992,47954,50860,53727,53741,58030,61040
16000,Idaho,7,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,694.6,690.8,749,827.3,900.7,872.1,888.6,940.9,1019,1092.1,1101.5,1163.3,1182.6,1259.4,1348.7,1375.2,1439.7,1641.2,1654.4,1752.5,1864.1,2142.5,2392.5,2616.1,3005.8,3447.2,4026.3,4399.3,4901.3,5343.3,6123.4,6677.2,7512.4,8182.6,8687.6,9578.2,10215.9,10777.3,11051.4,11483.3,12440.6,13538.9,14576.9,15365.3,16773.5,18419.7,19701.3,21153.5,22411.4,23302.7,25221.8,26588.4,28607.7,30013.8,31885.1,33232.1,35912,37401.4,40807.5,43427.9,45030.1,44632.5,46203.4,48406.4,50778,52301.8,55056.4,58068.7,60326.5,64179.3,69122.7,74639.1,82235,93493.1,96414.4,104074.6,110277.1
16000,Idaho,7,SAINC51,52,...,Population (persons) 1/,Number of persons,551000,570000,590000,589000,587000,596000,600000,618000,628000,642000,646000,657000,671000,684000,692000,683000,680000,686000,689000,688000,695000,707000,717255,738749,763229,782061,807973,831981,856979,883446,910962,932636,947983,962204,973719,981866,990841,994052,990222,984997,985661,994422,1012384,1041316,1071685,1108768,1145140,1177322,1203083,1228520,1252330,1275674,1299430,1319962,1340372,1363380,1391802,1428241,1468669,1505105,1534320,1554439,1571339,1586880,1600611,1618841,1641124,1663458,1697093,1734888,1769305,1808378,1849415,1904848,1944299,1971122,2001619
16000,Idaho,7,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1261,1212,1270,1405,1534,1463,1481,1523,1623,1701,1705,1771,1762,1841,1949,2013,2117,2392,2401,2547,2682,3030,3336,3541,3938,4408,4983,5288,5719,6048,6722,7159,7925,8504,8922,9755,10310,10842,11160,11658,12622,13615,14399,14756,15651,16613,17204,17968,18628,18968,20140,20843,22016,22738,23788,24375,25803,26187,27785,28854,29349,28713,29404,30504,31724,32308,33548,34908,35547,36993,39068,41274,44465,49082,49588,52800,55094
17000,Illinois,3,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,13932.9,13331.4,14625.9,15810.7,16440.1,17626.8,18009.7,19301.3,20780.7,21692.8,22051.2,23400.9,23980.1,25017,26344.6,27487,29792.7,32244.1,34675.3,36757.3,38947.3,41562,44406.4,48424.8,51874,58239.2,63376,70126.6,75454.5,82715.8,90990.6,99081.7,107616.7,119002.1,128182.9,134457.5,148815.3,155900.6,164248.3,171310.7,186630.8,197856,210308,216211.7,234604.2,242015.5,253907.2,268811.2,284166.6,298099.4,314354.8,327467.3,351878.2,368530.2,381409.5,393351.4,409868,421300.6,444916.2,466928.2,481936.3,474337.2,485767.9,501181.2,523039.5,528372.8,548692.2,570633.8,580489.9,601729.6,635136.3,651530.8,696720.6,736234.1,730484.3,790852.6,821465.3
17000,Illinois,3,SAINC51,52,...,Population (persons) 1/,Number of persons,8552000,8670000,8738000,8790000,8956000,9065000,9252000,9435000,9530000,9668000,9886000,9986000,10086000,10130000,10280000,10402000,10580000,10693000,10836000,10947000,10995000,11039000,11124681,11205816,11258111,11260248,11273745,11306351,11360274,11406312,11434421,11422782,11434702,11443461,11423413,11408817,11412128,11399803,11387256,11391176,11390186,11409782,11453316,11568964,11694184,11809579,11912585,12008437,12101997,12185715,12271847,12359020,12434161,12488445,12525556,12556006,12589773,12609903,12643955,12695866,12747038,12796778,12845460,12892409,12927420,12959880,12968905,12963110,12944999,12922894,12887397,12849440,12799088,12700641,12621821,12642259,12710158
17000,Illinois,3,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1629,1538,1674,1799,1836,1944,1947,2046,2181,2244,2231,2343,2378,2470,2563,2642,2816,3015,3200,3358,3542,3765,3992,4321,4608,5172,5622,6202,6642,7252,7958,8674,9411,10399,11221,11785,13040,13676,14424,15039,16385,17341,18362,18689,20062,20493,21314,22385,23481,24463,25616,26496,28299,29510,30451,31328,32556,33410,35188,36778,37808,37067,37816,38874,40460,40770,42308,44020,44843,46563,49284,50705,54435,57968,57875,62556,64631
18000,Indiana,3,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,5163.1,4958.8,5604.5,6361.5,6622.1,7293.9,6979.5,7504.6,8058,8303.2,8397.3,8887.5,9281.5,9625.2,10244.1,10697.3,11499.5,12689,13570.2,14178.5,15284.5,16668.2,17571.4,19323,20920.3,24229.1,25511.5,28064.2,30845.8,34024.4,37787.2,41432.7,44909.4,48993.6,51211.1,54126.6,60247.7,63430.3,66983.9,70583,75848.4,82189,86886.4,89907.8,97574.1,102563.8,108496.6,113217.9,119220.5,124994,134492.7,139782,149782.7,153590.2,158457.7,164009,172450,176595.4,185993,191572,202241.4,201799.2,210496.1,221690.5,232188.7,233313.5,242163.9,250011.3,256746.2,267878.7,283620.4,293881,316759.3,349100.7,352963.2,375480.4,394223.7
18000,Indiana,3,SAINC51,52,...,Population (persons) 1/,Number of persons,3877000,3958000,3967000,4096000,4148000,4182000,4264000,4363000,4458000,4529000,4583000,4613000,4674000,4730000,4736000,4799000,4856000,4922000,4999000,5053000,5093000,5143000,5203700,5249921,5296129,5329122,5349886,5351080,5371552,5405075,5446403,5474909,5490721,5480440,5467918,5450396,5458322,5459214,5454103,5473023,5491733,5523679,5557798,5616388,5674547,5739019,5793526,5851459,5906013,5955267,5998880,6044969,6091866,6127760,6155967,6196638,6233007,6278616,6332669,6379599,6424806,6459325,6491385,6521409,6546485,6581401,6610174,6628925,6658719,6686218,6725960,6761818,6790497,6815907,6844545,6880131,6924275
18000,Indiana,3,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1332,1253,1413,1553,1596,1744,1637,1720,1808,1833,1832,1927,1986,2035,2163,2229,2368,2578,2715,2806,3001,3241,3377,3681,3950,4547,4769,5245,5742,6295,6938,7568,8179,8940,9366,9931,11038,11619,12281,12897,13811,14879,15633,16008,17195,17871,18727,19349,20186,20989,22420,23124,24587,25065,25741,26467,27667,28126,29370,30029,31478,31242,32427,33994,35468,35450,36635,37715,38558,40064,42168,43462,46647,51219,51569,54575,56934
19000,Iowa,4,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,3850.2,3266.4,3778.1,3962.5,4187.8,3991.4,4386.8,4167.6,4411.5,4893.3,4950.4,5087.8,5170,5502.4,5737.5,6103.3,6441.7,7118.4,7669.5,7792.3,8335.7,9163,9881,10484.4,11555,13978.6,14109.1,16027.4,16884.4,18638.2,21563.2,22875.5,24319.5,27530.3,28569.8,29372.3,33176.4,34339.1,35556.9,36770.8,38047.7,41254.9,43385.3,44541.2,47920.5,47950.6,52425.1,54418.4,59310,61681.9,64462.9,66087.8,70803.9,73131.3,76293.3,78500.9,85274,87012.9,91840,97452.4,104110.9,103229,106224.6,113269.9,118077.1,119480.8,123370,127158.9,128254.5,132160.8,139211,141887.2,151558.6,167396.7,174469.3,181363.8,185114.4
19000,Iowa,4,SAINC51,52,...,Population (persons) 1/,Number of persons,2543000,2578000,2625000,2617000,2626000,2629000,2626000,2679000,2703000,2716000,2708000,2729000,2756000,2756000,2750000,2747000,2746000,2742000,2762000,2793000,2803000,2805000,2828534,2851828,2860506,2864031,2867941,2881425,2903770,2914308,2919008,2916803,2914018,2907985,2888190,2870547,2858615,2829684,2791969,2767006,2768393,2770590,2781018,2797613,2818401,2836972,2850746,2867373,2880000,2891119,2902872,2917634,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3051473,3070048,3082748,3102460,3121790,3136310,3149607,3162752,3171540,3183858,3191141,3198613,3202820,3218414,3241488
19000,Iowa,4,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1514,1267,1439,1514,1595,1518,1671,1556,1632,1802,1828,1864,1876,1997,2086,2222,2346,2596,2777,2790,2974,3267,3493,3676,4039,4881,4920,5562,5815,6395,7387,7843,8346,9467,9892,10232,11606,12135,12735,13289,13744,14890,15601,15921,17003,16902,18390,18978,20594,21335,22207,22651,24173,24942,26001,26683,28871,29352,30791,32493,34511,34037,34811,36895,38303,38512,39519,40544,40721,41787,43894,44565,47494,52334,54474,56352,57108
20000,Kansas,4,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,2330.9,2344.2,2634.2,2876.3,3323.2,3190.4,3420.8,3431.2,3614.7,3808.9,4171.2,4214.9,4346.6,4543.7,4707.9,4794.1,5147.2,5484.2,5793.5,6053.1,6532.8,7214.2,7889.1,8685.4,9591.5,10901.5,11653,12887.6,13980.8,15151.6,16706.1,18891,20739.8,23255.4,25324.5,26944.5,29823,31261.7,33039.8,34149.4,36098.7,37954.5,40483.1,42079,45480.6,47467.9,49519.2,51350.9,54434.7,57442.4,60857.4,62775.8,66047.4,68631.9,70747,73743.6,75921.4,79360.5,86988.4,92794.7,102414.4,101627,103304,110895.4,117210.5,118814.7,120832.3,121933.7,122553.1,126799.2,132255.8,137015.3,145490.9,153995,159775.3,173793.6,180414.3
20000,Kansas,4,SAINC51,52,...,Population (persons) 1/,Number of persons,1892000,1925000,1916000,1950000,1977000,1994000,2042000,2093000,2119000,2128000,2142000,2160000,2183000,2215000,2231000,2217000,2209000,2206000,2200000,2197000,2216000,2236000,2247823,2246132,2255525,2264369,2267881,2278621,2298645,2317836,2332815,2347370,2369039,2384853,2401207,2415529,2424088,2427401,2432614,2445367,2461995,2472838,2481349,2498722,2532394,2556547,2580513,2601007,2614554,2635292,2660598,2678338,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2858835,2872529,2891164,2901727,2911564,2922703,2927251,2927448,2931587,2933756,2938172,2938338,2937324,2951500,2970606
20000,Kansas,4,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1232,1218,1375,1475,1681,1600,1675,1639,1706,1790,1947,1951,1991,2051,2110,2162,2330,2486,2633,2755,2948,3226,3510,3867,4252,4814,5138,5656,6082,6537,7161,8048,8755,9751,10547,11155,12303,12879,13582,13965,14662,15349,16315,16840,17960,18567,19190,19743,20820,21797,22874,23438,24519,25399,26072,27082,27766,28908,31484,33334,36471,35876,36135,38606,40541,40946,41501,41719,41866,43314,45114,46703,49517,52409,54395,58883,60733
21000,Kentucky,5,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,2631.2,2520.2,2736.5,3171,3320.3,3489.3,3464.4,3621.7,3812.1,3956.8,4191,4407,4543,4864.8,5128.5,5401.1,5668,6131.3,6631.9,7212.6,7808.4,8534.3,9355.1,10276.4,11213.6,12744.1,14082.8,15669.4,17434.9,19394.2,21530.9,24161,26421.9,29203.5,31201.6,32621.5,36747.3,38165.7,39236.5,41111.6,45030.6,48065.4,50924.4,54103.7,58227.3,60433.1,63350.1,66129,69951.4,73954.9,78061.6,81337.2,88019.9,91041,94984.8,98556.6,104976.8,109211.5,115251.9,119659.7,125731.4,126749.8,131377.4,136662.7,141735.8,141839.9,147914.4,153771,156260.1,161763.3,167970.7,175487.7,192255.9,210506.5,209992.8,225150.8,237254
21000,Kentucky,5,SAINC51,52,...,Population (persons) 1/,Number of persons,2817000,2849000,2936000,2941000,2920000,2903000,2902000,2910000,2898000,2928000,2961000,2999000,3041000,3054000,3079000,3096000,3129000,3140000,3147000,3172000,3195000,3198000,3230587,3298262,3336106,3371573,3417039,3468755,3530443,3575001,3611382,3643655,3664221,3670395,3683449,3694469,3695459,3694816,3687805,3683330,3680002,3677318,3694048,3722328,3765469,3812206,3849088,3887427,3919535,3952747,3985390,4018053,4049021,4068132,4089875,4117170,4146101,4182742,4219239,4256672,4289878,4317074,4349159,4374302,4394147,4415978,4428854,4443778,4457755,4475829,4487302,4498163,4508318,4507583,4519233,4550595,4588372
21000,Kentucky,5,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,934,885,932,1078,1137,1202,1194,1245,1315,1351,1415,1470,1494,1593,1666,1745,1811,1953,2107,2274,2444,2669,2896,3116,3361,3780,4121,4517,4938,5425,5962,6631,7211,7957,8471,8830,9944,10330,10640,11162,12237,13071,13786,14535,15463,15853,16458,17011,17847,18710,19587,20243,21739,22379,23224,23938,25319,26110,27316,28111,29309,29360,30208,31242,32256,32120,33398,34604,35054,36142,37432,39013,42645,46701,46466,49477,51708
22000,Louisiana,5,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,2446,2662.8,2854.3,3143.4,3375.5,3586.8,3607.6,3825.8,4226.1,4673.1,4825.6,4982.3,5104.9,5310.6,5608.9,5951.4,6427.2,6970.7,7598.2,8358.5,9083.9,9609,10560.5,11528.2,12525.9,14024.3,15797.7,17984.7,20062.2,22337,25363,28541.4,32722.9,37391.4,40882.6,43225.3,46152.4,48033.6,48722.1,48711.8,51701.3,54458.2,58549,61932.6,66550.2,69732.2,74162.1,77632.1,80267.1,83874.6,88160.2,90523,95660.1,102692.8,107611.8,112201.2,117608.4,126348.2,131528.7,142714.5,152758.5,152117.2,159616.1,163574.7,170767.5,171884.1,178989,180068.9,178775,185213.7,194327.8,199984.9,215877.4,232621.5,229001.7,245273.4,256671.3
22000,Louisiana,5,SAINC51,52,...,Population (persons) 1/,Number of persons,2596000,2634000,2697000,2769000,2842000,2866000,2883000,2946000,3032000,3115000,3155000,3208000,3260000,3287000,3345000,3377000,3446000,3496000,3550000,3581000,3603000,3619000,3650209,3710666,3761967,3788840,3820720,3886963,3951636,4015582,4073288,4139316,4223101,4283297,4352609,4395311,4400474,4408113,4406922,4344151,4288859,4252896,4221532,4253279,4293003,4316428,4347481,4378779,4398877,4421071,4440344,4460811,4471885,4477875,4497267,4521042,4552238,4576628,4302665,4375581,4435586,4491648,4544804,4577089,4603590,4628239,4648813,4670550,4685576,4678580,4670033,4664544,4652301,4627971,4593687,4588071,4597740
22000,Louisiana,5,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,942,1011,1058,1135,1188,1252,1251,1299,1394,1500,1530,1553,1566,1616,1677,1762,1865,1994,2140,2334,2521,2655,2893,3107,3330,3701,4135,4627,5077,5563,6227,6895,7749,8730,9393,9834,10488,10897,11056,11213,12055,12805,13869,14561,15502,16155,17059,17729,18247,18972,19854,20293,21391,22933,23928,24818,25835,27607,30569,32616,34439,33867,35121,35738,37094,37138,38502,38554,38154,39588,41612,42873,46402,50264,49851,53459,55826
23000,Maine,1,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,1039.5,1030.6,1057.2,1149.6,1236.7,1250,1291,1424.8,1487.4,1544.9,1617.5,1693.8,1779.4,1803,1866.4,1938.6,2110.2,2279.1,2417.9,2525,2657.1,2889.9,3214.6,3504.5,3818.6,4252.7,4729.9,5168,5865.4,6381.6,7007.8,7727.8,8656.4,9457.8,10211.7,11157.4,12364.3,13308.4,14329.7,15331.1,17014.5,18565.4,19401.1,19900.8,20918.5,21620.7,22419.8,23395.8,24550.4,25807.4,27435.9,28674.6,30640.2,32492,34275.1,36336.7,38225.9,38722.3,40496.6,41934.5,44003.4,45094.6,46126.8,47543.6,48197.8,47819.9,49435.7,51298.6,52865.1,55340.1,58105,60761.2,66646.8,72637.6,74763.3,81105.9,85342.4
23000,Maine,1,SAINC51,52,...,Population (persons) 1/,Number of persons,878000,903000,917000,916000,915000,913000,927000,934000,938000,943000,944000,957000,975000,995000,994000,993000,993000,997000,999000,1004000,994000,992000,996784,1015677,1034817,1046420,1060050,1073280,1089960,1105369,1115457,1124927,1126860,1133033,1136683,1144772,1155634,1162935,1170126,1184577,1203840,1219961,1231719,1237081,1238508,1242302,1242662,1243480,1249060,1254774,1259127,1266808,1277072,1285692,1295960,1306513,1313688,1318787,1323619,1327040,1330509,1329590,1327967,1330060,1330954,1332673,1336617,1335768,1340292,1344956,1350606,1357523,1364571,1378931,1390922,1399646,1405012
23000,Maine,1,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1184,1141,1153,1255,1352,1369,1393,1526,1586,1638,1713,1770,1825,1812,1878,1952,2125,2286,2420,2515,2673,2913,3225,3450,3690,4064,4462,4815,5381,5773,6282,6870,7682,8347,8984,9746,10699,11444,12246,12942,14134,15218,15751,16087,16890,17404,18042,18815,19655,20567,21790,22635,23993,25272,26448,27812,29098,29362,30595,31600,33073,33916,34735,35745,36213,35883,36986,38404,39443,41146,43021,44759,48841,52677,53751,57947,60741
24000,Maryland,2,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,3160.7,3248,3628.1,4052.5,4412,4753.9,4873.2,5226.8,5662.1,6048.9,6173.3,6469.2,6780.6,7262.6,7756.2,8280.3,9156.6,9943.2,10810.6,11742.5,12627.7,14475.3,16403.9,18340,19808.9,21952.6,23763.8,26149.6,28464.8,30579.1,33901.7,37010.5,41423.1,45579.1,49758,54060.9,59779.9,65096.9,70400,74799.7,83546.8,89480.7,95204.1,99547.9,104842.8,108880.7,113664.6,118160.3,122970,127734.6,138914.5,146866.1,159434.2,168705.7,179292.3,189064.5,201922.2,210307.2,220039.8,227836.3,240997.6,245801,254446.7,265399.8,271959.7,267672.4,275659.4,286550.9,296325.1,307470.3,318406.1,326839.3,347107.2,367007.6,367311.5,399744.8,421238.3
24000,Maryland,2,SAINC51,52,...,Population (persons) 1/,Number of persons,2271000,2329000,2355000,2441000,2500000,2567000,2685000,2742000,2811000,2873000,2982000,3066000,3113000,3176000,3263000,3386000,3492000,3600000,3695000,3757000,3815000,3868000,3938051,4022507,4081121,4109038,4133341,4157208,4172132,4194639,4211641,4223398,4227643,4261905,4282923,4313329,4365246,4413072,4486956,4565558,4657903,4727303,4799770,4867641,4923368,4971889,5023060,5070033,5111986,5157328,5204464,5254509,5311034,5374691,5440389,5496269,5546935,5592379,5627367,5653408,5684965,5730388,5791715,5854930,5914854,5963434,6010059,6050280,6080556,6113486,6139211,6163769,6177935,6179403,6192440,6217062,6263220
24000,Maryland,2,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1392,1395,1541,1660,1765,1852,1815,1906,2014,2105,2070,2110,2178,2287,2377,2445,2622,2762,2926,3125,3310,3742,4165,4559,4854,5343,5749,6290,6823,7290,8050,8763,9798,10695,11618,12533,13695,14751,15690,16383,17937,18928,19835,20451,21295,21899,22629,23306,24055,24768,26691,27950,30019,31389,32956,34399,36402,37606,39102,40301,42392,42894,43933,45329,45979,44886,45866,47362,48733,50294,51864,53026,56185,59392,59316,64298,67256
25000,Massachusetts,1,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,6462.2,6487.3,7200.5,7683.4,7878.3,8408.7,8680.9,9142.6,9734.3,10274.8,10507,11149,11503.1,12183.8,12814.5,13347,14481.4,15426.1,16463.3,17845.9,19190.7,20492,22478.7,24348.1,25883,28321.5,30495.6,33301.5,35558.4,38542.3,42428.4,46813.7,52501.6,57956,64267.9,70130.9,79400.2,85355.9,91644,98298.1,110102.7,116017.7,119621,122443.6,128720.3,133409.8,139637.8,146891.1,154410.7,161974.5,170236.3,181023.6,196854.4,209556.9,217296.3,223648.1,235076.1,242062.2,259041.4,268645,283455.9,291998.7,303598.9,312773.4,325798.7,321324.5,334155.5,354729,370077.6,388416,410699.8,429843.6,463351.8,490094.7,484879.2,532858,561994
25000,Massachusetts,1,SAINC51,52,...,Population (persons) 1/,Number of persons,4674000,4741000,4686000,4654000,4650000,4806000,4910000,4882000,4891000,4929000,5010000,5117000,5160000,5219000,5263000,5344000,5448000,5502000,5535000,5594000,5618000,5650000,5703706,5738589,5762122,5783809,5776992,5762138,5748868,5744097,5742923,5746188,5746075,5768685,5771222,5799405,5840774,5880734,5902677,5935205,5979983,6015478,6022639,6018470,6028709,6060569,6095241,6141445,6179756,6226058,6271838,6317345,6361104,6397634,6417206,6422565,6412281,6403290,6410084,6431559,6468967,6517613,6569724,6630673,6693932,6757991,6820869,6866661,6909664,6959114,6994446,7016781,6994598,7000474,7022468,7066568,7136171
25000,Massachusetts,1,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1383,1368,1537,1651,1694,1750,1768,1873,1990,2085,2097,2179,2229,2335,2435,2498,2658,2804,2974,3190,3416,3627,3941,4243,4492,4897,5279,5779,6185,6710,7388,8147,9137,10047,11136,12093,13594,14514,15526,16562,18412,19287,19862,20345,21351,22013,22909,23918,24987,26016,27143,28655,30947,32755,33862,34822,36660,37803,40412,41770,43818,44801,46212,47171,48671,47547,48990,51660,53559,55814,58718,61259,66244,70009,69047,75405,78753
26000,Michigan,3,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,8798,8886.5,10058.4,10957.8,11591.8,13077.4,13010.7,14483.4,15020.7,15488.8,15455.9,16272.7,16828.4,17029.4,18090.4,19241.8,21355.6,23591.7,25589.7,26630.5,28910.6,30902.1,32523.8,35721.8,38980.2,43795.6,47091.7,51265.4,56312.4,62710.1,69264.9,75832.7,82372.5,87678.7,92042.4,97794.3,108061.4,116457.2,124014.3,128006,137762.6,147701.1,155417.6,159898.5,170241.7,177724,190481.6,200629.4,209758.3,218509.4,230722.7,242457.1,260067.6,266757.7,272152.4,281694.2,290993.3,295223.5,301200.4,308420.9,317728,310788.5,321080.3,336072.2,348254.6,347736.1,362554.6,380285.6,389478.1,402996.6,422585.8,436457,479235,509371,507220.3,548158,572794
26000,Michigan,3,SAINC51,52,...,Population (persons) 1/,Number of persons,6213000,6332000,6407000,6497000,6650000,6822000,7066000,7285000,7467000,7569000,7667000,7767000,7834000,7893000,7933000,8058000,8187000,8357000,8512000,8630000,8696000,8781000,8896558,8971835,9024681,9071764,9109374,9107840,9117481,9157247,9201953,9248814,9255553,9209287,9115196,9047764,9049454,9076287,9127774,9187484,9218002,9253298,9311319,9400446,9479065,9540114,9597737,9676211,9758645,9809051,9847942,9897116,9952450,9991120,10015710,10041152,10055315,10051137,10036081,10001284,9946889,9901591,9880111,9895652,9921001,9947598,9974914,9987448,10017194,10049914,10070532,10078126,10072703,10041351,10050877,10083356,10140459
26000,Michigan,3,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1416,1403,1570,1687,1743,1917,1841,1988,2012,2046,2016,2095,2148,2158,2280,2388,2608,2823,3006,3086,3325,3519,3656,3982,4319,4828,5170,5629,6176,6848,7527,8199,8900,9521,10098,10809,11941,12831,13586,13933,14945,15962,16691,17010,17960,18629,19847,20734,21495,22276,23429,24498,26131,26699,27173,28054,28939,29372,30012,30838,31942,31388,32498,33962,35103,34957,36347,38076,38881,40100,41963,43307,47578,50727,50465,54363,56486
27000,Minnesota,4,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,3816.7,3626.5,4004,4350.8,4448.7,4718.1,4927.1,5200.8,5414.2,5745.1,6091.2,6308.4,6671.8,7018.4,7364.1,7839.6,8245.1,9073.2,9770.8,10462.2,11451.1,12517.5,13857.9,14945.3,16004.7,19003.3,20061.1,21872.2,23485,26385.6,29452.1,32422.4,36208.7,39954.1,43075.2,45651.7,52261.9,55540.7,58938.3,62112.3,65882.9,71844.8,76104.1,79009.4,84601.7,86875.6,93048.3,97893.3,104318.1,110006.4,119290.6,126254.6,135777.2,142680.9,148378.5,157083.2,167398.3,169647.8,177216.9,186764.6,195929.5,193510.5,201253.4,212489.9,224772.6,223396,234034.9,243358.4,248326.8,260814.3,276135.7,286019.7,306662.2,334701.2,339049.4,362922.6,377471.9
27000,Minnesota,4,SAINC51,52,...,Population (persons) 1/,Number of persons,2868000,2935000,2997000,3010000,3030000,3050000,3113000,3172000,3240000,3274000,3313000,3366000,3425000,3470000,3513000,3531000,3558000,3592000,3617000,3659000,3703000,3758000,3815249,3851901,3866878,3885164,3898450,3925793,3956602,3979844,4004676,4038150,4085017,4111733,4131450,4141458,4157704,4184301,4205213,4235136,4296163,4338056,4389857,4440859,4495572,4555954,4610355,4660180,4712827,4763390,4813412,4873481,4933692,4982796,5018935,5053572,5087713,5119598,5163555,5207203,5247018,5281203,5312197,5352946,5388902,5431187,5474193,5510593,5557028,5606013,5650556,5686910,5710735,5718660,5721621,5753048,5793151
